Area,Location,Rent (RM/month),Headline,Link
Kuala Lumpur,Desa Petaling,550,"Middle room for rent at Nidoz Residences, Free Utilities (Real Photos)",https://my.roomz.asia/881487
Kuala Lumpur,Bukit Bintang,1000,Master room for rent at  with private 🛁bathroom,https://my.roomz.asia/871260
Kuala Lumpur,Cheras,700,Middle room with private balcony (female only) for rent at Mahkota Garden Cheras (UTAR/ UCSI COLLEGE/ AEON / Sungai Long),https://my.roomz.asia/881382
Kuala Lumpur,Kepong,580,Middle room for rent at The Henge Kepong,https://my.roomz.asia/856676
Kuala Lumpur,Wangsa Maju,850,"Saville @ Melawati Medium ROOM FREE Water bill, Maxis Fibre Internet & Electricity , Cooking gas @ RM 850 /month (NOT studio unit/ NOT house)",https://my.roomz.asia/881419
Kuala Lumpur,Bukit Bintang,1350,"Seri Bukit Ceylon Bukit Bintang, Middle Room",https://my.roomz.asia/844238
Kuala Lumpur,Bukit Bintang,1350,Middle room for rent at Seri Bukit Ceylon Bukit Bintang,https://my.roomz.asia/844297
Kuala Lumpur,Kuala Lumpur,1300,Master room for rent at M Suites with private 🛁bathroom prefer  👩female,https://my.roomz.asia/881374
Kuala Lumpur,Bukit Jalil,600,Nice and Clean Single room for rent at Kinrara Mas Condominium,https://my.roomz.asia/873537
Kuala Lumpur,Taman Connaught,650,Middle room for rent at Maxim Residences,https://my.roomz.asia/873770
Kuala Lumpur,Taman Connaught,750,Middle room for rent at Maxim Residences,https://my.roomz.asia/873769
Kuala Lumpur,Taman Connaught,900,Master room for rent at Maxim Residences with private 🛁bathroom,https://my.roomz.asia/873767
Kuala Lumpur,Taman Connaught,600,Single room for rent at Maxim Residences,https://my.roomz.asia/873771
Kuala Lumpur,Titiwangsa Sentral,1100,"Female Medium Room for Rent (NEW UNIT) @TR Residence, Titiwangsa | 1 Month Deposit ONLY",https://my.roomz.asia/880887
Kuala Lumpur,Titiwangsa Sentral,750,Middle room for rent at Titiwangsa Sentral Condominium  for female room only,https://my.roomz.asia/879301
Kuala Lumpur,Kuala Lumpur,950,Middle room for rent at Crest Residence KLCC,https://my.roomz.asia/881284
Kuala Lumpur,Taman Connaught,450,Middle room for rent at Angkasa Condominium,https://my.roomz.asia/881272
Kuala Lumpur,Sentul,400,Single Room (Everything New & Included) (Sentul Point Suite Apartments) ,https://my.roomz.asia/880645
Kuala Lumpur,Prima Setapak,480,Middle room for rent at Plaza Prima Setapak,https://my.roomz.asia/881262
Kuala Lumpur,Sungai Besi,800,Master/Studio Room for Rent at Midfields Condominium with Private 🛁Bathroom,https://my.roomz.asia/847776
Kuala Lumpur,Kuala Lumpur,500,Middle Room for Rent at Midfields Condominium Share 🛁Bathroom,https://my.roomz.asia/847676
Selangor,Bandar Saujana Putra,800,Master room for rent at BSP21 with private 🛁bathroom prefer  👩female,https://my.roomz.asia/891109
Selangor,Bandar Botanik,450,Free WIFI Room @ Bandar Botanic near to Port Klang,https://my.roomz.asia/880881
Selangor,Bandar Botanik,460,Single room for rent at Bandar Botanic,https://my.roomz.asia/884992
Selangor,Bandar Puteri,550,Bandar Puteri Klang Single Room For Rent,https://my.roomz.asia/878328
Selangor,Seri Kembangan,450,Fully furnished single room and master bedroom for rent at CloudTree Residence,https://my.roomz.asia/851860
Selangor,Selangor,450,Kapar Room for rent (Batu 10 - Near Setia Alam/Meru/Klang/Puncak Alam),https://my.roomz.asia/889812
Selangor,Bukit Puchong,400,Single room for rent at Casa Tropika prefer  👩female,https://my.roomz.asia/891011
Selangor,Petaling Jaya,290,Ladies hostel room for rent,https://my.roomz.asia/885629
Selangor,Damansara Utama,380,Single room for rent at Damansara Utama,https://my.roomz.asia/851087
Selangor,Subang Jaya,500,Single room for rent at The 19 USJ City Mall (Palazzo 19 Mall) prefer  👩female,https://my.roomz.asia/890966
Selangor,Bukit Puchong,750,Middle room+Parking at Saville D'lake Puchong Putra Perdana → Near Cyberjaya (17min) Available 11th September 2022,https://my.roomz.asia/813636
Selangor,Seri Kembangan,450,"Single room for rent at Sfera Residence , Seri Kembangan / Taman Equine / IOI Mall / Balakong / Bukit Jalil / Sri Petaling / Puchong / Subang / UPM",https://my.roomz.asia/886641
Selangor,Shah Alam,500,[Merdeka Rebate] Male Shared room 1 Pax for rent at Utropolis Glenmarie,https://my.roomz.asia/890905
Selangor,Bukit Puchong,450,"LOKASI STRATEGIK DEKAT DENGAN LOTUS BUKIT PUCHONG 🏃🏻‍♂️🏃🏻‍♂️ Medium Room at Puchong , Selangor – Puchong Utama (IOI Mall Puchong, Tesco Mall, USJ dan Pasar Borong Serdang)",https://my.roomz.asia/888378
Selangor,Subang Jaya,430,Single room for rent at Jalan PJS 9/6,https://my.roomz.asia/890887
Selangor,Puncak Alam,250,"Fully Furnished Middle Room Rent in Hillpark The Palm, Bandar Puncak Alam",https://my.roomz.asia/890886
Selangor,Puncak Alam,250,"Fully furnished Master room rent in Hillpark The Palm, Bandar Puncak Alam",https://my.roomz.asia/890885
Selangor,Petaling Jaya,680,Middle room for rent at Jalan PJS 10/26,https://my.roomz.asia/890064
Selangor,Subang Jaya,550,"[Ready to move in!!] Single room for rent at Jalan PJS 7/7c, Sunway",https://my.roomz.asia/890062
Selangor,Subang Jaya,1100,Master room for rent at Laman Putra with private 🛁bathroom,https://my.roomz.asia/890058
Selangor,Subang Bestari,650,One Month Deposit Big Room for rent in Subang Bestari (Includes Utilities),https://my.roomz.asia/890880
Selangor,Selangor,750,"Master room for rent at Bandar Bukit Tinggi 2 with private 🛁bathroom, nearby Aeon Jusco ",https://my.roomz.asia/890873
Selangor,Bandar Bukit Tinggi ,500,Newly renovated double garden room (free WiFi+parking),https://my.roomz.asia/878620
Selangor,Bandar Sunway,750,Master room for rent at Residensi Laguna with private 🛁bathroom prefer  👩female,https://my.roomz.asia/890865
Selangor,Bandar Bukit Tinggi ,550,Bukit Tinggi 2 Single Room For Rent,https://my.roomz.asia/869897
Kuala Lumpur,Titiwangsa,200,Middle room for rent at Residensi Gurneymas prefer  👩female,https://my.roomz.asia/881181
Kuala Lumpur,KLCC,750,Single room for rent at KLCC 6 minutes walk to Suria KLCC,https://my.roomz.asia/872940
Kuala Lumpur,Bangsar South,1000,【𝐍𝐞𝐰 𝐑𝐞𝐧𝐨𝐯𝐚𝐭𝐞𝐝 & 𝐋𝐨𝐰 𝐃𝐞𝐩𝐨𝐬𝐢𝐭】KL Gateway Aircon Room at Kuala Lumpur,https://my.roomz.asia/881156
Kuala Lumpur,Wangsa Maju,750,"Middle room for rent at Wangsa Maju, Seasons Garden Residences with private 🛁bathroom prefer  👩female",https://my.roomz.asia/881155
Kuala Lumpur,Taman Pertama,950,Premium Fully Furnished Middle room @ RM950 for rent at Parc3 @ KL South,https://my.roomz.asia/881141
Kuala Lumpur,Taman Pertama,1250,Master room for rent at Parc3 @ KL South with private 🛁bathroom,https://my.roomz.asia/881138
Kuala Lumpur,Prima Setapak,480,Middle room for rent at Plaza Prima Setapak,https://my.roomz.asia/880838
Kuala Lumpur,Kuala Lumpur,550,Middle room for rent at Warisan Cityview,https://my.roomz.asia/875143
Kuala Lumpur,Cheras,630,Master bedroom with aircone & individual porch @ UCSI North Wing Taman Taynton View,https://my.roomz.asia/881066
Kuala Lumpur,Maluri,250,No Deposit room rental #AeonMaluri #SunwayVelocity ,https://my.roomz.asia/842606
Kuala Lumpur,Wangsa Maju,390,Mini room for rent at Wangsa Maju (NO DEPOSIT & CONTRACT) ,https://my.roomz.asia/875376
Kuala Lumpur,Titiwangsa Sentral,850,MEDIUM Room TITIWANGSA INCLUDE UTILITIES & WIFI DEPOSIT 1 MONTH Exclude Aircond Bill,https://my.roomz.asia/861292
Kuala Lumpur,Titiwangsa Sentral,1050,【【WOKERS 】】💛💛are WeLcom3 ~ TR Residence🧡🧡🧡,https://my.roomz.asia/881006
Kuala Lumpur,Wangsa Maju,1000,WANGSA MAJU (SRI RAMPAI LRT) ❗❗[FREE UTILITIES]❗❗ Balcony Room For Rent,https://my.roomz.asia/834326
Kuala Lumpur,Wangsa Maju,900,WANGSA MAJU (SRI RAMPAI LRT) ❗❗[NEWLY RENOVATED]❗❗ Middle Room For Rent,https://my.roomz.asia/834325
Kuala Lumpur,Wangsa Maju,950,WANGSA MAJU ❗❗(SRI RAMPAI LRT)❗❗ Free Utilities Balcony Room for Rent,https://my.roomz.asia/851114
Kuala Lumpur,Wangsa Maju,700,WANGSA MAJU ❗❗(SRI RAMPAI LRT)❗❗  Single Room Free Utilities,https://my.roomz.asia/841918
Kuala Lumpur,Kuala Lumpur,320,Single room for rent at Mandarina Courts,https://my.roomz.asia/880962
Kuala Lumpur,Kuala Lumpur,400,"Man'darina Court Furnished Medium Room, Taman Connaught, Cheras",https://my.roomz.asia/866207
Kuala Lumpur,Taman Connaught,500,Single room for rent at Taman Connaught,https://my.roomz.asia/840827
Kuala Lumpur,Cheras,488,"MASTER ROOM+BATHROOM+CARPARK AT TAMAN CHERAS INTAN, BATU 9 CHERAS with private 🛁bathroom",https://my.roomz.asia/817529
Kuala Lumpur,Mont Kiara,1100,Master room for rent at Verve Suites Mont Kiara with private 🛁bathroom,https://my.roomz.asia/880925
Kuala Lumpur,Mont Kiara,928,"Middle room for rent at Casa Kiara 1, Mont Kiara include bills",https://my.roomz.asia/880924
Kuala Lumpur,Mont Kiara,1100,"Master room for rent at Casa Kiara, Mont Kiara with private 🛁bathroom & car park",https://my.roomz.asia/880923
Kuala Lumpur,Titiwangsa Sentral,700,"Single Room for Rent @TR Residence, Titiwangsa | 1 Month Deposit ONLY",https://my.roomz.asia/880892
Kuala Lumpur,Sentul,600,Middle room for rent near public transport in Sentul,https://my.roomz.asia/880860
Kuala Lumpur,Cheras,500,Single room for rent at Cheras,https://my.roomz.asia/880855
Kuala Lumpur,Bangsar South,600,【New Renovated & Low Deposit】Pantai Hill Phase 2 Aircond Room at Bangsar South,https://my.roomz.asia/880852
Kuala Lumpur,Bukit Jalil,750,Middle room with private balcony near LRT in Bukit Jalil,https://my.roomz.asia/880824
Kuala Lumpur,Taman Melati,500,"PV3 Condo (Fully Furnished Room) @ KL East, LRT Taman Melati",https://my.roomz.asia/732307
Kuala Lumpur,Cheras,350,Single room for rent at Taman Desa Aman,https://my.roomz.asia/880798
Kuala Lumpur,Bukit Jalil,850,Middle Room for Rent at The Andes Villa,https://my.roomz.asia/844242
Kuala Lumpur,Taman Connaught,800,Middle room for rent at The annex @ Medan Connaught,https://my.roomz.asia/844298
Kuala Lumpur,Bandar Sri Permaisuri,1450,"MCO Promotion !!! Suite at Q Suite Queensville Bandar Permaisuri, Cheras",https://my.roomz.asia/850014
Kuala Lumpur,KL City Center,600,Single room for rent at Regalia Residence,https://my.roomz.asia/830156
Kuala Lumpur,Desa Petaling,1050,Middle room for rent at Nidoz Residences @ Desa Petaling,https://my.roomz.asia/843526
Kuala Lumpur,Cheras,500,"[Master, Queen, Single Room] The Hamstead, Desa Tun Razak, TBS, LRT Tasik Selatan [Fully + AC]",https://my.roomz.asia/853700
Kuala Lumpur,Taman Wahyu,450,"[Master, Queen, Single Room] Lakeville, Taman Wahyu, Kepong [Fully + AC]",https://my.roomz.asia/853701
Kuala Lumpur,Bukit Jalil,1000,"[Master Bedroom] Parkhill Residence, LRT Bukit Jalil, OUG [Fully furnish] ",https://my.roomz.asia/871063
Kuala Lumpur,Bukit Jalil,750,"[Queen Bedroom + AC] Parkhill Residence, LRT Bukit Jalil, APU college [Fully Furnish] ",https://my.roomz.asia/871064
Kuala Lumpur,Bukit Jalil,600,"[Single Bedroom] Parkhill Residence, LRT Bukit Jalil, APU college [Fully Furnish] ",https://my.roomz.asia/871065
Kuala Lumpur,Bukit Jalil,1100,"[Master Bedroom] Parkhill Residence, LRT Bukit Jalil, APU college [Fully Furnish] ",https://my.roomz.asia/871066
Kuala Lumpur,Taman Wahyu,700,"[Middle Room] Lakeville residence, Jalan Sibu, Taman Wahyu, Kepong, batu Caves, selayang [Fully + AC]",https://my.roomz.asia/873244
Kuala Lumpur,Taman Wahyu,900,"[Master Room] Lakeville residence, Jalan Sibu, Taman Wahyu, Kepong, batu Caves, selayang [Fully + AC]",https://my.roomz.asia/873243
Kuala Lumpur,Kuchai,600,FULLY FURNISHED SINGLE ROOM WITH SHARED BATHROOM FOR RENT AT – KUCHAI AVENUE SERVICED APARTMENT,https://my.roomz.asia/880696
Kuala Lumpur,Jalan Genting Klang,500,Single room for rent at PV20 Platinum Lake Condominium,https://my.roomz.asia/880683
Kuala Lumpur,Bangsar South,1100,👩FEMALE Unit | Near to LRT | FREE Wifi & Cleaning | Bangsar South,https://my.roomz.asia/878386
Kuala Lumpur,KLCC,1200,Master room for rent at Vortex Suites KLCC Kuala Lumpur Hotel & Services with private 🛁bathroom,https://my.roomz.asia/880646
Selangor,Kajang,550,Middle room for rent at Sri Ria Apartments [Private Balcony],https://my.roomz.asia/865350
Selangor,Puchong,350,small room - pusat Bandar puchong with carpark,https://my.roomz.asia/790737
Selangor,Shah Alam,399,"⭐️Shared Room for Rent🆓💧🌐🧹@near UOW,MSU, Shah Alam, available from RM399 ONLY❗️❗️",https://my.roomz.asia/885305
Selangor,Ara Damansara,500,Single room for rent at Ara Damansara prefer  👩female,https://my.roomz.asia/890844
Selangor,Ara Damansara,600,Middle room for rent at Ara Damansara prefer  👩female,https://my.roomz.asia/890843
Selangor,Ara Damansara,800,Master room for rent at Ara Damansara with private 🛁bathroom prefer  👩female,https://my.roomz.asia/890842
Selangor,Subang Bestari,650,1 +1Deposit Subang Bestari Fully Furnished Room near Subang Airport,https://my.roomz.asia/890825
Selangor,Bandar Botanik,770,ZERO DEPOSIT🌈MIDDLE ROOM W PRIVATE BATHROOM🌈 REST & GO HOTEL🌈,https://my.roomz.asia/887240
Selangor,Shah Alam,449,👩Female Shared Bedroom for RENT in Shah Alam at Paramount Utropolis,https://my.roomz.asia/868536
Selangor,Shah Alam,799,MODERN DESIGN HOTTEST ROOM WITH QUEEN SIZE BED🛌FOR RENT IN SHAH ALAM AT PARAMOUNT UTROPOLIS GLENMARIE,https://my.roomz.asia/875752
Selangor,Shah Alam,499,STYLISH & Premium Shared Room with Privacy ✅ Free WiFi 📶 @ Utropolis Glenmarie,https://my.roomz.asia/854721
Selangor,Bandar Sungai Long,500,Single furnished room @ UTAR / MRT Bandar Sg Long,https://my.roomz.asia/884783
Selangor,Bandar Sungai Long,450,Fully Furnished Single room @ UTAR / MRT Bandar Sg Long,https://my.roomz.asia/882475
Selangor,Bandar Sungai Long,550,Fully furnished single room @UTAR / MRT Bandar Sg Long,https://my.roomz.asia/882892
Selangor,Bandar Sungai Long,400,Single room near UTAR Bandar Sungai Long,https://my.roomz.asia/833377
Selangor,Bandar Sungai Long,450,Master room for rent at Bandar Sungai Long,https://my.roomz.asia/886025
Selangor,Damansara Perdana,750,Middle room for rent at Perdana Exclusive Condo prefer  👩female,https://my.roomz.asia/890761
Selangor,Damansara Perdana,850,Master room for rent at Perdana Exclusive Condo with private 🛁bathroom prefer  👩female,https://my.roomz.asia/890760
Selangor,Shah Alam,600,Single room for rent at Ken Rimba Condominium 1 prefer  👩female,https://my.roomz.asia/890758
Selangor,Petaling Jaya,850,"3 min walk to Mentari BRT Station, FREE DEPOSIT near to Bandar Sunway with Comfy and Private Bathroom",https://my.roomz.asia/890748
Selangor,Petaling Jaya,850,FREE DEPOSIT!!  Master room for rent near to Sunway Pyramid Shopping Mall @ PJS 8 Bandar Sunway,https://my.roomz.asia/890745
Selangor,Subang Jaya,850,"Intimate ZERO deposit! 6 min drive to Sunway Pyramid Mall. A co-living Room Rent in USJ 8, Subang Jaya",https://my.roomz.asia/890734
Selangor,Subang Jaya,850,No DEPOSIT! 3 Min walk to Mentari BRT Station with MASTER ROOM rental in Q Inn Hotel @ Subang Jaya ,https://my.roomz.asia/890733
Selangor,Bandar Botanik,550,Middle room for rent at Bandar Botanic,https://my.roomz.asia/884993
Selangor,Shah Alam,700,Deluxe Room @ The Greens (Residensi Hijauan) FREE UTILITIES,https://my.roomz.asia/846239
Kuala Lumpur,Titiwangsa,750,Middle room for rent at titiwangsa sentral condo PRICE FROM rm 750,https://my.roomz.asia/805232
Kuala Lumpur,Bukit Jalil,600,Single room for rent at Kiara Residence 1,https://my.roomz.asia/880630
Kuala Lumpur,Bukit Jalil,800,Middle room for rent at Kiara Residence 1,https://my.roomz.asia/880629
Kuala Lumpur,Bukit Jalil,900,Middle room attached balcony for rent at Kiara Residence 1,https://my.roomz.asia/880628
Kuala Lumpur,Bukit Jalil,1000,Master room for rent at Kiara Residence 1 with private 🛁bathroom,https://my.roomz.asia/880627
Kuala Lumpur,Kuala Lumpur,550,AMPANG teres single room for rent,https://my.roomz.asia/880625
Kuala Lumpur,Taman Wahyu,700,Master room for rent at Seri Wahyu Residences with private 🛁bathroom,https://my.roomz.asia/847095
Kuala Lumpur,Kuchai,600,FULLY FURNISHED SINGLE ROOM WITH SHARED BATHROOM FOR RENT AT – KUCHAI AVENUE SERVICED APARTMENT,https://my.roomz.asia/880582
Kuala Lumpur,Taman Connaught,570,"Beauty rooms for rent @ Nearby USCI university @Taman Connaught ,Cheras",https://my.roomz.asia/880504
Kuala Lumpur,Kepong,690,All New Single room for rent at Bandar Menjalara Kepong,https://my.roomz.asia/880492
Kuala Lumpur,Kepong,880,All New Middle room for rent at Bandar Menjalara Kepong,https://my.roomz.asia/880491
Kuala Lumpur,Jalan Genting Klang,400,Middle room for rent at Taman Bayu Perdana prefer  👩female,https://my.roomz.asia/880468
Kuala Lumpur,Wangsa Maju,450,Single room for rent at Megan setapak,https://my.roomz.asia/879016
Kuala Lumpur,Desa Petaling,600,Middle room for rent at Nidoz Residences prefer  👩female,https://my.roomz.asia/880403
Kuala Lumpur,Bukit Damansara,550,🛏️Shared room for rent at Damansara Heights,https://my.roomz.asia/859302
Kuala Lumpur,Bukit Damansara,800,Single room for rent at Damansara Heights,https://my.roomz.asia/859915
Kuala Lumpur,Taman Desa,950,Master room for rent at Tiara Faber Condominium with private 🛁bathroom,https://my.roomz.asia/880239
Kuala Lumpur,Bangsar South,950,Master room for rent at Pantai Panorama Condominium with private 🛁bathroom,https://my.roomz.asia/880238
Kuala Lumpur,Bangsar South,800,Middle room for rent at Pantai Panorama Condominium,https://my.roomz.asia/880237
Kuala Lumpur,Melati Utama,450,"Master Room for rent at PV3, taman melati (available Jun22-Female unit)",https://my.roomz.asia/880233
Kuala Lumpur,Melati Utama,350,Middle room for rent at PV3 Platinum Hill Condominium prefer  👩female,https://my.roomz.asia/880229
Kuala Lumpur,Taman Tun Dr Ismail,800,Middle room for rent at Sri TTDI Condominium prefer  👩female,https://my.roomz.asia/880211
Kuala Lumpur,Bandar Sri Permaisuri,550,Middle room for rent at Bayu Tasik Condominium prefer  👩female,https://my.roomz.asia/873202
Kuala Lumpur,Kepong,480,"🍀  NEW Cozy Room to work from home, Fully Furnish Room, FREE Utilities, Wifi, Cleaning",https://my.roomz.asia/859619
Kuala Lumpur,Taman Tun Dr Ismail,1000,"3 mins from Menara Ken, FREE Parking, FREE Utilities, Wifi, Cleaning, Master room NEWLY Renovated Fully Furnish @ TTDI SS2 Section 19",https://my.roomz.asia/869031
